"","geneIDs","geneIDX","zscores","pvals","adj.pvals","significant"
"1248","KCTD10",4305,1.970852,0.0487408068162853,0.209392633921531,"FALSE"
"1249","HIST1H2AD",3513,1.969533,0.0488919169246328,0.209870019623321,"FALSE"
"1250","LOC100507351",11299,1.969264,0.0489227829109053,0.20991810831423,"FALSE"
"1251","SCN2A",13136,1.969203,0.0489297845356129,0.20991810831423,"FALSE"
"1252","GTPBP3",8865,1.968938,0.0489602111946087,0.209991426112534,"FALSE"
"1253","ETNK1",11291,1.968511,0.0490092717129378,0.210110549260128,"FALSE"
"1254","RPL27A",234,1.968329,0.0490301952916308,0.210119876120503,"FALSE"
"1255","LIN7B",4713,1.96754,0.0491209891772706,0.210366814369904,"FALSE"
"1256","CTBP2",10618,1.96689,0.04919589365209,0.210381917583357,"FALSE"
"1257","EIF1AD",4435,1.966696,0.0492182683208156,0.210381917583357,"FALSE"
"1258","ARHGDIG",8034,1.965408,0.0493670343084773,0.21083078929173,"FALSE"
"1259","ZNF608",3626,1.965381,0.0493701568827316,0.21083078929173,"FALSE"
"1260","DEGS1",9813,1.96526,0.0493841526768006,0.210833374158413,"FALSE"
"1261","LOC105373383",3524,1.963366,0.0496036615304809,0.211526711214365,"FALSE"
"1262","PEX11A",15106,1.963122,0.0496319998058658,0.211526711214365,"FALSE"
"1263","CIDEB",13939,1.963048,0.0496405968839046,0.211526711214365,"FALSE"
"1264","AFAP1",8862,1.962871,0.0496611652318023,0.211557101345976,"FALSE"
"1265","SLC1A2",14474,1.960078,0.0499866742059858,0.212512665451434,"FALSE"
"1266","ZNF818P",9719,1.959538,0.0500498141832471,0.212694824376579,"FALSE"
"1267","ELAC1",8232,1.958182,0.0502086604856916,0.213260728909001,"FALSE"
"1268","MARCH3",11334,1.95817,0.0502100680892771,0.213260728909001,"FALSE"
"1269","CHMP1A",3273,1.957949,0.0502359973697898,0.213313316771127,"FALSE"
"1270","APTX",13977,1.957755,0.0502587680689268,0.213326350579385,"FALSE"
"1271","FAM149A",4346,1.956583,0.0503965153255494,0.213419347445071,"FALSE"
"1272","TEX9",7461,1.955387,0.050537409361558,0.213728581895711,"FALSE"
"1273","C8orf58",13631,1.954302,0.0506655124786827,0.213953030663103,"FALSE"
"1274","JMJD1C-AS1",13367,1.95307,0.0508113012024691,0.214426142437115,"FALSE"
"1275","COPZ1",137,1.950334,0.0511363227414358,0.215206131571541,"FALSE"
"1276","RPL23A",10026,1.950307,0.0511395388447861,0.215206131571541,"FALSE"
"1277","KCNG3",3943,1.950072,0.0511675380080135,0.215206131571541,"FALSE"
"1278","APTR",13010,1.949858,0.0511930462832121,0.215206131571541,"FALSE"
"1279","OSR1",7720,1.94979,0.0512011539451885,0.215206131571541,"FALSE"
"1280","RPL36A",871,1.947711,0.0514495531585971,0.216134795752965,"FALSE"
"1281","SASH1",5427,1.947513,0.051473262744417,0.216176719634795,"FALSE"
"1282","FBXO7",12314,1.947169,0.0515144769022214,0.216292117020127,"FALSE"
"1283","NOP10",11301,1.944277,0.0518620566765578,0.217172362333086,"FALSE"
"1284","FBXW9",14579,1.943646,0.0519381546321124,0.217433194544698,"FALSE"
"1285","MPP2",8760,1.943037,0.0520116879689026,0.217643505264143,"FALSE"
